Company Name,Industry,Symbol,Series,ISIN Code
NATCO Pharma Ltd.,Healthcare,NATCOPHARM,EQ,INE987B01026
National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM,EQ,INE139A01034
Navin Fluorine International Ltd.,Chemicals,NAVINFLUOR,EQ,INE048G01026
PI Industries Ltd.,Chemicals,PIIND,EQ,INE603J01030
Page Industries Ltd.,Textiles,PAGEIND,EQ,INE761H01022
Piramal Pharma Ltd.,Healthcare,PPLPHARMA,EQ,INE0DK501011
Polycab India Ltd.,Capital Goods,POLYCAB,EQ,INE455K01017
Praj Industries Ltd.,Capital Goods,PRAJIND,EQ,INE074A01025
Ramkrishna Forgings Ltd.,Automobile and Auto Components,RKFORGE,EQ,INE399G01023
Ratnamani Metals & Tubes Ltd.,Capital Goods,RATNAMANI,EQ,INE703B01027
Reliance Industries Ltd.,Oil Gas & Consumable Fuels,RELIANCE,EQ,INE002A01018
SRF Ltd.,Chemicals,SRF,EQ,INE647A01010
Steel Authority of India Ltd.,Metals & Mining,SAIL,EQ,INE114A01011
Sun Pharmaceutical Industries Ltd.,Healthcare,SUNPHARMA,EQ,INE044A01036
Suven Pharmaceuticals Ltd.,Healthcare,SUVENPHAR,EQ,INE03QK01018
Tata Chemicals Ltd.,Chemicals,TATACHEM,EQ,INE092A01019
Tata Motors Ltd.,Automobile and Auto Components,TATAMOTORS,EQ,INE155A01022
Tata Steel Ltd.,Metals & Mining,TATASTEEL,EQ,INE081A01020
Tejas Networks Ltd.,Telecommunication,TEJASNET,EQ,INE010J01012
Titagarh Rail Systems Ltd.,Capital Goods,TITAGARH,EQ,INE615H01020
UPL Ltd.,Chemicals,UPL,EQ,INE628A01036
Voltas Ltd.,Consumer Durables,VOLTAS,EQ,INE226A01021
Welspun Corp Ltd.,Capital Goods,WELCORP,EQ,INE191B01025
Whirlpool of India Ltd.,Consumer Durables,WHIRLPOOL,EQ,INE716A01013
